TICKET,FECHA,IDESTADO,IDCIUDAD,IDTIENDA,IDEMPLEADO
00000733,2021-08-16,14,2,12,74
00000734,2020-07-30,2,14,80,75
00000735,2020-09-17,15,1,2,97
00000736,2021-03-07,10,17,23,7
00000737,2021-11-21,8,4,57,82
00000738,2021-09-28,4,4,96,5
00000739,2020-10-30,32,19,1,61
00000740,2020-04-21,9,17,57,47
00000741,2021-06-27,17,2,94,65
00000742,2020-03-17,13,19,28,62
00000743,2021-04-22,6,9,60,81
00000744,2021-05-30,6,10,32,8
00000745,2022-11-18,25,12,50,64
00000746,2020-05-30,27,15,79,18
00000747,2022-11-01,22,17,50,2
00000748,2022-03-19,19,13,48,87
00000749,2021-04-06,8,19,72,59
00000750,2021-05-30,9,20,94,3
00000751,2021-02-20,31,15,66,3
00000752,2020-06-19,8,8,99,87
00000753,2022-02-01,3,6,11,36
00000754,2020-01-14,31,4,4,6
00000755,2020-02-28,6,16,90,45
00000756,2022-09-05,19,16,4,20
00000757,2020-03-27,27,4,33,18
00000758,2020-05-30,15,9,68,99
00000759,2021-07-30,23,10,7,24
00000760,2021-01-23,15,12,39,83
00000761,2022-12-19,19,9,87,69
00000762,2020-12-30,26,13,17,61
00000763,2020-12-09,24,13,67,68
00000764,2021-07-30,6,7,48,35
00000765,2022-09-23,2,8,41,16
00000766,2022-10-30,13,8,27,44
00000767,2021-12-19,10,10,34,43
00000768,2020-12-06,25,1,52,77
00000769,2020-07-30,28,16,100,62
00000770,2021-06-14,25,14,37,82
00000771,2022-10-30,3,20,28,17
00000772,2022-08-15,12,7,44,19
00000773,2022-12-17,11,4,34,25
00000774,2020-05-30,13,16,41,95
00000775,2022-04-10,4,20,66,75
00000776,2021-11-16,27,16,20,98
00000777,2020-05-30,2,1,60,60
00000778,2022-11-10,18,19,14,61
00000779,2021-02-01,32,10,27,8
00000780,2022-10-30,7,3,95,2
00000781,2021-08-30,29,3,65,43
00000782,2021-04-21,8,1,90,83
00000783,2021-11-30,30,1,92,52
00000784,2021-04-19,17,4,37,58
00000785,2020-12-27,1,11,51,89
00000786,2022-04-05,25,4,17,1
00000787,2020-05-30,4,19,16,95
00000788,2021-04-17,14,12,61,3
00000789,2022-09-03,30,18,78,40
00000790,2022-08-10,10,3,90,99
00000791,2020-03-29,11,15,31,64
00000792,2022-11-05,9,13,43,88
00000793,2022-07-30,23,11,12,80
00000794,2021-10-30,4,15,37,53
00000795,2020-05-30,10,16,57,21
00000796,2021-07-30,21,9,86,2
00000797,2021-07-30,19,8,83,3
00000798,2020-09-03,17,13,93,52
00000799,2020-06-18,17,15,62,41
00000800,2020-05-30,19,13,42,18
00000801,2022-04-12,24,11,91,55
00000802,2021-02-04,8,16,99,82
00000803,2020-01-03,26,8,74,23
00000804,2022-01-21,17,5,36,86
00000805,2021-11-07,20,14,50,29
00000806,2021-02-16,12,15,57,35
00000807,2021-10-30,1,14,21,32
00000808,2020-06-20,32,1,50,84
00000809,2022-04-18,20,2,12,31
00000810,2021-05-30,24,10,33,3
00000811,2020-03-15,7,5,14,28
00000812,2020-07-30,19,3,80,63
00000813,2020-07-30,27,16,1,92
00000814,2022-08-06,27,5,77,8
00000815,2022-03-12,10,7,86,51
00000816,2021-09-29,24,1,40,4
00000817,2020-02-02,13,15,68,30
00000818,2020-06-15,5,4,37,77
00000819,2021-11-10,13,14,72,78
00000820,2020-12-05,3,17,46,52
00000821,2020-10-30,24,9,26,82
00000822,2021-04-11,24,8,50,10
00000823,2021-04-12,16,12,89,52
00000824,2022-02-11,27,5,84,58
00000825,2020-07-30,21,18,89,93
00000826,2021-01-31,24,16,79,59
00000827,2020-05-30,26,6,82,85
00000828,2020-12-28,7,7,100,94
00000829,2022-08-13,18,15,54,59
00000830,2021-02-09,12,10,9,18
00000831,2022-08-24,15,14,73,58
00000832,2021-07-30,8,3,47,13
00000833,2021-04-24,9,14,19,85
00000834,2020-10-30,1,10,33,84
00000835,2020-10-30,25,15,25,13
00000836,2022-10-30,4,12,69,76
00000837,2020-06-18,7,5,91,67
00000838,2022-11-13,30,3,32,38
00000839,2021-05-30,20,13,87,30
00000840,2020-02-12,6,20,22,51
00000841,2022-02-25,15,15,9,61
00000842,2021-04-11,6,7,22,9
00000843,2020-12-24,7,18,96,35
00000844,2021-06-04,8,19,88,22
00000845,2020-07-30,28,17,92,67
00000846,2020-09-22,20,13,67,77
00000847,2022-11-28,17,16,86,26
00000848,2022-09-15,23,20,22,13
00000849,2020-12-09,17,15,36,44
00000850,2021-09-15,9,8,83,19
00000851,2022-06-10,14,2,17,7
00000852,2020-04-17,10,10,28,23
00000853,2022-03-28,29,14,62,63
00000854,2021-10-30,20,2,56,1
00000855,2020-03-02,20,7,62,30
00000856,2022-08-13,14,15,1,82
00000857,2021-12-05,11,11,48,43
00000858,2022-03-08,18,15,88,97
00000859,2022-05-30,7,20,2,55
00000860,2020-02-02,1,11,85,83
00000861,2020-04-09,24,5,24,14
00000862,2022-06-03,9,14,45,17
00000863,2020-06-02,25,16,95,32
00000864,2020-10-30,26,16,78,78
00000865,2021-09-06,23,11,13,22
00000866,2022-02-16,25,17,42,67
00000867,2020-04-19,13,20,8,43
00000868,2022-08-07,11,19,42,27
00000869,2022-11-05,3,13,66,42
00000870,2020-02-15,27,3,3,62
00000871,2022-02-19,8,2,81,68
00000872,2021-04-29,4,20,95,42
00000873,2021-03-22,16,7,75,64
00000874,2020-08-02,6,19,71,69
00000875,2021-01-02,16,14,52,60
00000876,2021-06-09,4,16,73,88
00000877,2022-07-30,26,18,68,36
00000878,2021-10-01,23,5,21,94
00000879,2022-07-30,11,9,64,18
00000880,2020-03-07,5,6,72,80
00000881,2022-02-04,14,13,25,79
00000882,2021-10-30,28,19,59,83
00000883,2021-02-19,30,19,42,42
00000884,2021-09-30,25,7,64,2
00000885,2022-05-30,3,2,64,86
00000886,2022-10-30,32,3,62,48
00000887,2021-10-30,17,1,95,16
00000888,2022-09-09,32,19,24,69
00000889,2022-03-13,6,3,29,77
00000890,2022-12-09,24,18,46,32
00000891,2020-03-04,10,9,86,81
00000892,2022-01-28,16,12,68,12
00000893,2020-12-22,28,6,62,49
00000894,2022-09-08,21,17,24,24
00000895,2022-12-27,29,9,43,42
00000896,2020-02-04,13,12,54,60
00000897,2021-09-25,30,17,63,7
00000898,2020-09-22,25,10,50,89
00000899,2020-05-30,29,12,4,20
00000900,2020-12-08,21,7,21,9
00000901,2022-11-02,2,16,68,3
00000902,2022-11-04,20,8,61,80
00000903,2022-12-26,14,20,34,86
00000904,2022-06-17,31,5,43,66
00000905,2021-03-25,5,1,91,78
00000906,2020-12-25,11,12,78,68
00000907,2020-05-30,22,10,92,85
00000908,2020-09-17,6,5,93,71
00000909,2022-10-30,2,9,63,46
00000910,2020-12-18,22,15,73,79
00000911,2022-01-06,11,20,62,9
00000912,2022-03-24,19,12,61,70
00000913,2020-02-22,7,9,37,42
00000914,2022-06-02,30,18,58,35
00000915,2022-01-01,30,19,98,63
00000916,2021-06-26,24,5,16,69
00000917,2022-08-20,30,18,98,80
00000918,2021-07-30,5,4,86,90
00000919,2021-10-30,15,19,2,92
00000920,2021-06-12,30,5,23,44
00000921,2021-08-13,6,5,69,39
00000922,2020-05-30,10,20,14,82
00000923,2022-11-08,20,10,34,91
00000924,2020-11-03,1,11,1,59
00000925,2020-01-29,2,13,78,98
00000926,2020-10-30,4,15,36,28
00000927,2021-12-30,11,11,83,19
00000928,2021-09-15,19,16,62,98
00000929,2020-08-26,7,14,27,18
00000930,2021-11-20,3,9,28,45
00000931,2022-08-29,22,6,57,81
00000932,2020-01-25,29,5,98,63
00000933,2021-11-24,2,19,89,12
00000934,2021-07-30,12,17,6,22
00000935,2021-09-11,19,9,18,63
00000936,2020-09-23,32,5,44,23
00000937,2020-10-30,7,16,70,92
00000938,2021-06-15,1,12,49,36
00000939,2020-12-04,23,10,56,36
00000940,2021-10-30,32,16,23,33
00000941,2020-07-30,23,3,25,63
00000942,2022-08-05,11,12,35,42
00000943,2020-10-30,12,7,76,59
00000944,2021-06-06,20,12,31,9
00000945,2020-04-09,10,1,29,76
00000946,2022-11-11,19,15,83,70
00000947,2022-01-28,27,14,54,63
00000948,2020-01-27,5,9,72,39
00000949,2020-12-14,16,5,8,61
00000950,2020-11-26,32,5,38,45
00000951,2021-12-27,25,1,29,15
00000952,2020-02-19,7,9,97,98
00000953,2021-05-30,20,17,70,6
00000954,2022-05-30,23,18,1,43
00000955,2021-01-27,14,7,42,65
00000956,2022-07-30,32,16,29,19
00000957,2020-10-30,14,8,61,51
00000958,2020-08-13,21,17,12,63
00000959,2021-10-30,12,16,9,57
00000960,2021-05-30,7,13,89,41
00000961,2020-12-01,3,5,24,55
00000962,2022-12-22,17,11,71,62
00000963,2020-01-05,29,19,41,63
00000964,2020-01-08,16,12,4,23
00000965,2021-12-05,17,9,10,94
00000966,2022-07-30,1,1,43,73
00000967,2021-12-26,28,7,52,73
00000968,2021-12-27,3,9,54,80
00000969,2022-03-19,5,20,58,24
00000970,2021-07-30,4,4,80,93
00000971,2020-05-30,2,17,19,71
00000972,2021-09-29,5,5,59,80
00000973,2020-10-30,15,10,50,53
00000974,2020-11-21,11,5,58,7
00000975,2020-10-30,4,7,98,6
00000976,2022-04-19,26,12,83,58
00000977,2020-06-04,15,16,45,85
00000978,2020-10-30,1,4,32,63
00000979,2020-07-30,16,15,99,59
00000980,2021-08-19,21,12,15,88
00000981,2022-10-30,4,3,81,1
00000982,2021-04-13,20,19,62,27
00000983,2022-09-01,13,4,38,23
00000984,2020-10-30,4,2,37,13
00000985,2020-07-30,14,5,95,52
00000986,2020-06-23,22,9,63,25
00000987,2020-09-08,31,11,69,70
00000988,2020-04-11,26,13,28,54
00000989,2022-10-30,12,6,84,66
00000990,2022-12-14,25,7,79,71
00000991,2021-06-07,22,3,56,25
00000992,2020-02-24,28,6,80,21
00000993,2021-08-25,12,4,21,99
00000994,2022-06-23,27,20,51,40
00000995,2022-10-30,16,7,93,62
00000996,2021-05-30,10,5,82,20
00000997,2020-05-30,20,8,76,37
00000998,2021-06-20,2,1,66,88
00000999,2020-09-02,27,12,31,99
00001000,2021-02-10,29,10,69,69
00001001,2020-04-21,27,17,96,27
00001002,2022-04-01,22,20,56,100
00001003,2022-10-30,17,5,68,90
00001004,2022-04-12,12,7,91,85
00001005,2021-06-24,6,15,89,68
00001006,2022-06-02,8,4,11,97
00001007,2022-07-30,16,13,68,45
00001008,2020-11-06,24,14,51,6
00001009,2020-04-05,27,10,33,80
00001010,2020-06-17,25,14,56,10
00001011,2021-06-15,20,12,68,41
00001012,2020-10-30,20,3,6,70
00001013,2020-03-13,25,10,65,7
00001014,2022-10-30,20,1,55,85
00001015,2020-10-30,31,11,62,36
00001016,2020-01-27,7,10,56,93
00001017,2021-01-29,17,1,6,35
00001018,2020-04-19,30,5,15,47
00001019,2022-06-21,15,2,2,12
00001020,2020-05-30,16,20,7,30
00001021,2022-08-27,1,19,12,3
00001022,2020-12-14,22,16,20,25
00001023,2021-03-26,10,3,25,43
00001024,2022-09-11,3,20,32,87
00001025,2022-07-30,19,15,16,93
00001026,2021-10-30,32,19,60,74
00001027,2021-12-05,31,19,98,99
00001028,2022-02-20,7,14,8,55
00001029,2020-01-31,30,7,3,28
00001030,2021-07-30,1,19,38,56
00001031,2021-01-10,4,20,64,34
00001032,2021-12-11,31,18,41,33
00001033,2022-08-09,9,16,39,77
00001034,2021-03-29,27,11,97,46
00001035,2022-05-30,8,4,86,69
00001036,2020-01-22,12,16,34,31
00001037,2020-05-30,13,13,27,45
00001038,2021-04-22,3,20,84,17
00001039,2020-07-30,3,7,5,52
00001040,2021-12-09,27,6,41,86
00001041,2021-02-09,16,20,50,23
00001042,2021-05-30,21,12,39,100
00001043,2021-10-30,28,18,67,51
00001044,2021-05-30,22,4,64,91
00001045,2022-07-30,12,13,23,67
00001046,2020-07-30,32,7,6,88
00001047,2020-05-30,3,13,65,65
00001048,2020-08-30,8,14,59,26
00001049,2020-02-09,28,2,23,39
00001050,2021-01-30,18,6,14,63
00001051,2021-05-30,26,19,25,10
00001052,2020-11-05,6,7,36,13
00001053,2020-02-13,22,9,61,70
00001054,2022-05-30,11,11,9,48
00001055,2020-01-16,30,12,66,60
00001056,2022-11-14,10,3,37,34
00001057,2022-12-14,14,9,53,17
00001058,2022-11-06,29,1,70,82
00001059,2020-01-21,5,18,98,13
00001060,2022-08-30,22,14,8,33
00001061,2021-02-16,7,16,58,24
00001062,2021-05-30,14,4,93,26
00001063,2021-11-28,31,1,6,22
00001064,2020-08-18,3,4,23,5
00001065,2020-12-03,5,16,24,67
00001066,2020-06-19,23,1,44,94
00001067,2021-02-16,29,14,50,65
00001068,2022-02-02,28,16,86,16
00001069,2022-10-30,4,16,34,56
00001070,2020-04-12,4,11,22,100
00001071,2021-05-30,22,18,29,5
00001072,2022-11-14,9,5,81,51
00001073,2022-03-28,17,17,3,93
00001074,2021-04-27,1,18,95,96
00001075,2021-01-21,27,19,80,59
00001076,2022-11-02,25,7,2,66
00001077,2022-11-01,1,18,70,49
00001078,2021-07-30,2,12,10,68
00001079,2021-12-20,26,10,6,17
00001080,2022-07-30,4,1,66,39
00001081,2021-03-03,11,13,81,2
00001082,2020-09-17,23,11,100,43
00001083,2020-10-30,25,17,55,97
00001084,2021-10-01,18,17,45,14
00001085,2021-07-30,3,16,68,20
00001086,2020-02-15,3,14,87,96
00001087,2020-05-30,9,19,59,55
00001088,2022-09-24,23,2,89,95
00001089,2021-04-11,25,9,11,8
00001090,2022-11-19,23,7,20,98
00001091,2020-07-30,24,14,74,91
00001092,2021-10-30,24,11,75,33
00001093,2021-06-13,23,12,52,19
00001094,2022-08-17,30,17,36,84
00001095,2020-05-30,15,13,70,72
00001096,2021-04-19,20,2,82,56
00001097,2020-04-24,2,11,33,20
00001098,2022-07-30,4,17,61,55
00001099,2020-10-30,10,12,61,2
00001100,2020-08-18,8,18,26,74
00001101,2022-08-30,4,7,69,48
00001102,2021-11-03,26,4,44,66
00001103,2021-10-01,17,19,54,37
00001104,2020-02-07,6,20,67,29
00001105,2022-07-30,14,1,45,47
00001106,2020-03-23,9,15,23,28
00001107,2021-04-04,31,20,84,99
00001108,2021-09-03,25,8,72,45
00001109,2020-06-25,16,16,95,87
00001110,2021-03-10,3,8,58,39
00001111,2020-01-26,8,14,12,9
00001112,2021-09-14,19,20,9,73
00001113,2022-07-30,29,9,36,34
00001114,2022-09-07,9,10,77,5
00001115,2021-06-16,13,17,9,28
00001116,2020-04-01,15,20,81,43
00001117,2021-06-16,28,1,22,64
00001118,2021-08-21,18,9,19,67
00001119,2020-03-10,16,4,71,53
00001120,2022-02-05,9,16,54,50
00001121,2020-06-01,25,9,97,23
00001122,2020-06-24,24,1,73,81
00001123,2022-02-28,27,4,82,86
00001124,2022-03-22,8,1,60,12
00001125,2021-01-21,23,5,52,23
00001126,2022-12-08,6,7,35,85
00001127,2022-08-01,6,3,89,4
00001128,2021-08-13,26,6,8,16
00001129,2022-06-06,11,5,9,37
00001130,2020-06-16,19,20,82,99
00001131,2022-08-05,21,6,8,62
00001132,2021-01-27,4,12,57,62
00001133,2020-10-30,11,12,57,76
00001134,2022-07-30,9,7,16,38
00001135,2021-08-13,15,14,12,30
00001136,2021-01-26,13,12,34,79
00001137,2020-05-30,13,10,34,3
00001138,2021-10-30,12,19,53,45
00001139,2020-12-14,29,3,79,84
00001140,2021-04-11,9,7,92,22
00001141,2022-01-29,28,11,70,8
00001142,2022-01-03,24,12,51,70
00001143,2020-09-26,29,17,58,52
00001144,2021-08-31,22,6,40,17
00001145,2020-09-14,7,9,58,55
00001146,2020-05-30,20,10,14,71
00001147,2020-03-29,5,2,91,36
00001148,2022-10-30,9,14,99,64
00001149,2020-06-18,23,2,38,57
00001150,2020-08-18,21,19,86,38
00001151,2022-06-21,23,5,70,84
00001152,2022-11-25,14,19,82,24
00001153,2022-05-30,23,5,34,1
00001154,2020-07-30,4,19,61,44
00001155,2020-03-17,10,10,64,80
00001156,2020-03-17,29,13,92,74
00001157,2020-05-30,25,7,21,59
00001158,2021-07-30,16,12,98,25
00001159,2020-08-20,18,7,72,83
00001160,2022-09-30,26,18,14,20
00001161,2021-04-05,25,19,45,16
00001162,2020-03-23,27,4,73,4
00001163,2020-10-30,11,11,79,31
00001164,2021-06-28,3,9,39,34
00001165,2022-12-20,14,8,30,68
00001166,2022-12-12,28,2,47,13
00001167,2021-08-23,20,15,82,20
00001168,2020-11-28,22,18,18,29
00001169,2021-06-05,9,14,25,97
00001170,2021-11-28,24,1,87,13
00001171,2022-05-30,23,6,8,59
00001172,2022-05-30,13,4,26,90
00001173,2022-11-26,25,3,30,84
00001174,2022-08-27,6,15,38,7
00001175,2020-03-22,15,18,84,41
00001176,2020-09-25,6,15,48,94
00001177,2020-10-30,27,15,81,48
00001178,2022-07-30,22,12,52,87
00001179,2022-11-29,3,18,80,2
00001180,2022-06-14,25,8,9,48
00001181,2022-03-07,27,5,59,41
00001182,2020-05-30,23,9,85,27
00001183,2022-01-05,24,6,89,7
00001184,2022-10-30,12,16,34,82
00001185,2021-06-23,32,5,77,41
00001186,2022-06-15,17,11,72,1
00001187,2020-02-07,11,6,69,86
00001188,2022-10-30,10,3,57,63
00001189,2022-04-02,20,6,16,93
00001190,2022-10-01,25,19,18,87
00001191,2022-06-22,21,11,88,5
00001192,2020-12-02,16,8,30,64
00001193,2022-04-08,11,6,63,92
00001194,2020-06-28,3,1,49,40
00001195,2021-09-19,18,18,96,32
00001196,2022-03-13,6,17,52,88
00001197,2020-01-11,21,12,74,70
00001198,2021-12-23,20,18,97,79
00001199,2021-03-12,2,17,70,44
00001200,2020-05-30,31,17,13,84
00001201,2020-11-24,1,15,64,47
00001202,2020-08-08,5,8,29,20
00001203,2020-12-28,11,11,8,34
00001204,2022-02-23,17,8,15,47
00001205,2020-04-28,8,4,56,62
00001206,2022-08-05,21,12,91,69
00001207,2022-04-16,23,15,50,90
00001208,2022-07-30,7,17,2,2
00001209,2020-05-30,6,13,32,30
00001210,2021-11-06,13,5,87,78
00001211,2020-12-07,29,1,23,32
00001212,2021-11-15,8,13,12,47
00001213,2020-02-23,4,17,68,37
00001214,2020-05-30,9,16,40,68
00001215,2021-06-06,32,1,76,76
00001216,2022-05-30,13,7,73,14
00001217,2021-10-30,26,20,95,11
00001218,2020-01-11,23,14,44,47
00001219,2021-02-11,14,12,85,4
00001220,2022-12-24,15,11,30,2
00001221,2022-11-25,9,1,86,78
00001222,2020-12-15,22,15,11,54
00001223,2020-10-30,8,15,16,34
00001224,2020-06-21,21,13,77,4
00001225,2022-09-03,16,9,87,69
00001226,2022-04-30,8,12,99,96
00001227,2020-06-15,20,12,94,35
00001228,2021-01-19,12,10,27,74
00001229,2021-06-13,4,14,82,13
00001230,2022-09-15,8,10,41,91
00001231,2020-07-30,1,13,14,9
00001232,2021-07-30,21,10,18,80
00001233,2020-01-23,14,1,20,78
00001234,2022-02-03,21,19,36,85
00001235,2020-05-30,8,8,38,63
00001236,2020-07-30,15,11,76,12
00001237,2020-11-26,22,17,39,8
00001238,2022-10-30,16,5,79,64
00001239,2021-11-05,12,19,86,98
00001240,2022-10-30,3,18,61,45
00001241,2022-01-08,10,10,45,24
00001242,2021-03-14,20,11,88,9
00001243,2021-01-17,9,2,29,83
00001244,2021-11-04,6,5,88,43
00001245,2020-10-30,22,1,38,65
00001246,2022-02-09,8,7,99,68
00001247,2021-06-21,8,6,31,60
00001248,2020-11-15,30,7,65,68
00001249,2022-03-28,8,16,78,50
00001250,2020-07-30,16,9,75,6
00001251,2021-07-30,23,7,51,18
00001252,2021-10-30,21,15,91,24
00001253,2022-01-08,21,18,77,100
00001254,2021-07-30,24,8,85,75
00001255,2021-03-06,1,16,74,62
00001256,2022-11-05,12,3,90,80
00001257,2021-09-04,19,19,25,49
00001258,2021-02-17,29,5,78,25
00001259,2020-12-13,28,10,18,95
00001260,2020-01-06,26,15,13,7
00001261,2021-03-16,32,4,83,54
00001262,2020-01-04,12,12,31,27
00001263,2020-07-30,25,3,17,100
00001264,2020-02-07,26,9,4,64
00001265,2020-09-27,24,18,55,69
00001266,2022-07-30,26,12,72,39
00001267,2022-01-09,31,14,31,52
00001268,2022-12-25,9,14,1,13
00001269,2021-11-20,9,12,63,26
00001270,2022-07-30,3,14,76,93
00001271,2020-02-24,22,13,39,86
00001272,2021-07-30,12,8,3,48
00001273,2021-03-12,26,16,95,91
00001274,2022-06-19,14,10,88,80
00001275,2022-05-30,28,12,23,90
00001276,2021-05-30,27,15,93,1
00001277,2020-05-30,28,9,42,79
00001278,2022-08-02,9,19,38,31
00001279,2021-10-30,8,5,1,94
00001280,2021-05-30,24,9,55,98
00001281,2020-03-26,9,5,61,73
00001282,2022-08-18,26,11,9,21
00001283,2020-05-30,9,12,35,60
00001284,2020-10-30,2,14,15,31
00001285,2021-07-30,9,16,93,79
00001286,2021-07-30,24,20,93,11
00001287,2021-12-19,21,15,83,89
00001288,2020-04-10,23,15,26,60
00001289,2021-01-22,11,9,87,98
00001290,2021-07-30,10,17,55,97
00001291,2021-07-30,16,1,21,74
00001292,2022-05-30,20,18,37,59
00001293,2020-04-30,9,12,81,62
00001294,2020-08-18,11,4,18,52
00001295,2022-06-19,4,12,83,67
00001296,2021-02-25,12,10,73,13
00001297,2022-07-30,30,17,89,70
00001298,2020-09-17,4,19,90,49
00001299,2022-07-30,29,2,29,2
00001300,2021-11-28,23,5,14,76
00001301,2020-02-03,25,9,20,50
00001302,2021-04-14,4,20,70,51
00001303,2021-09-16,24,13,8,19
00001304,2020-07-30,25,16,43,99
00001305,2021-02-01,25,9,63,20
00001306,2021-02-09,29,1,62,31
00001307,2022-05-30,11,1,68,82
00001308,2022-05-30,15,16,88,98
00001309,2021-11-24,23,13,49,11
00001310,2020-11-04,12,11,10,43
00001311,2020-01-08,32,18,40,99
00001312,2022-06-27,1,4,33,5
00001313,2020-08-15,10,8,65,64
00001314,2021-04-08,5,18,10,77
00001315,2021-12-04,16,15,53,82
00001316,2022-12-12,14,2,23,90
00001317,2021-04-10,27,1,87,5
00001318,2022-04-03,18,14,75,40
00001319,2022-08-29,19,5,34,70
00001320,2021-05-30,13,14,84,45
00001321,2021-01-13,19,15,75,51
00001322,2022-12-12,7,5,48,64
00001323,2020-10-01,28,12,76,90
00001324,2020-01-19,5,14,79,15
00001325,2021-04-22,2,18,92,96
00001326,2021-11-14,9,4,9,18
00001327,2022-03-11,28,16,23,89
00001328,2021-10-30,23,11,40,86
00001329,2020-11-03,20,9,28,40
00001330,2022-05-30,16,6,95,82
00001331,2020-01-22,30,10,18,29
00001332,2020-11-27,14,15,68,58
00001333,2020-11-15,16,17,29,61
00001334,2022-06-06,27,18,22,90
00001335,2022-05-30,9,11,6,98
00001336,2020-08-05,29,20,61,50
00001337,2022-09-27,3,5,63,19
00001338,2020-10-30,7,7,7,41
00001339,2020-10-30,11,15,12,9
00001340,2022-11-13,26,10,100,3
00001341,2020-12-12,21,14,39,17
00001342,2021-03-17,31,10,8,42
00001343,2021-05-30,4,8,77,59
00001344,2021-04-09,25,8,67,81
00001345,2022-09-27,1,13,17,45
00001346,2022-06-02,8,19,43,56
00001347,2021-05-30,27,11,41,20
00001348,2022-08-23,25,8,35,92
00001349,2021-05-30,21,19,88,33
00001350,2020-07-30,22,17,52,85
00001351,2022-06-30,6,6,79,37
00001352,2022-07-30,10,4,39,92
00001353,2022-01-09,20,6,75,21
00001354,2020-03-04,22,12,56,76
00001355,2022-02-27,9,4,44,73
00001356,2020-02-05,25,13,22,28
00001357,2021-05-30,3,20,23,61
00001358,2020-01-06,6,12,57,54
00001359,2022-07-30,8,8,40,30
00001360,2022-07-30,32,2,90,62
00001361,2020-01-16,27,2,43,98
00001362,2021-08-20,16,7,36,98
00001363,2022-02-12,12,4,72,82
00001364,2022-11-29,7,12,1,59
00001365,2020-11-15,1,7,49,40
00001366,2021-06-05,4,9,28,85
00001367,2020-03-02,28,9,1,94
00001368,2021-10-30,22,12,15,76
00001369,2022-10-30,24,4,10,2
00001370,2022-04-17,1,7,37,44
00001371,2021-05-30,3,11,63,58
00001372,2020-06-30,27,18,95,59
00001373,2021-04-22,21,9,86,83
00001374,2022-06-07,29,18,28,16
00001375,2022-04-23,19,6,46,16
00001376,2020-05-30,15,3,65,31
00001377,2022-11-20,29,19,32,47
00001378,2022-05-30,22,2,92,63
00001379,2020-05-30,11,4,26,15
00001380,2020-05-30,24,4,58,51
00001381,2020-10-30,6,18,2,69
00001382,2021-02-28,20,20,69,64
00001383,2020-10-30,27,9,53,68
00001384,2021-11-01,30,10,84,66
00001385,2020-04-06,4,10,60,76
00001386,2021-01-13,15,9,94,74
00001387,2022-07-30,1,11,87,6
00001388,2021-10-30,23,19,63,76
00001389,2022-04-16,26,13,98,53
00001390,2021-07-30,22,19,15,2
00001391,2021-04-18,13,2,57,12
00001392,2022-10-30,30,2,34,85
00001393,2022-02-05,12,1,43,87
00001394,2021-02-22,26,10,81,25
00001395,2022-09-11,20,19,52,79
00001396,2020-02-23,24,3,16,10
00001397,2022-08-27,20,11,81,100
00001398,2022-02-02,24,18,89,94
00001399,2022-03-05,4,4,47,8
00001400,2020-01-06,20,12,72,40
00001401,2022-01-04,7,19,34,3
00001402,2021-01-25,17,7,50,92
00001403,2021-12-07,23,4,81,86
00001404,2022-02-18,31,6,69,44
00001405,2020-05-30,13,20,33,49
00001406,2020-11-15,11,12,2,76
00001407,2022-12-16,18,9,25,62
00001408,2022-08-14,12,12,94,74
00001409,2020-05-30,6,19,82,96
00001410,2021-10-30,27,7,24,9
00001411,2022-02-15,6,17,4,61
00001412,2021-10-30,8,2,78,81
00001413,2022-04-05,28,4,75,41
00001414,2020-04-05,21,18,49,7
00001415,2021-10-30,11,4,71,19
00001416,2022-05-30,20,15,47,28
00001417,2021-08-29,10,7,51,93
00001418,2022-11-11,16,1,80,68
00001419,2022-03-05,31,10,44,11
00001420,2020-06-10,16,5,96,20
00001421,2020-10-30,27,18,85,49
00001422,2022-10-30,18,19,67,96
00001423,2022-04-17,22,7,28,52
00001424,2022-10-30,24,14,28,25
00001425,2020-03-01,31,15,47,82
00001426,2022-09-29,26,18,22,36
00001427,2022-05-30,20,15,45,32
00001428,2020-01-30,20,18,60,76
00001429,2021-07-30,14,14,83,11
00001430,2022-08-20,26,18,10,92
00001431,2022-05-30,24,9,14,17
00001432,2021-09-20,8,10,86,8
00001433,2021-06-16,26,11,35,57
00001434,2021-10-01,7,5,37,48
00001435,2021-04-24,6,16,95,71
00001436,2022-04-04,24,14,12,4
00001437,2020-04-22,1,6,52,26
00001438,2020-10-30,17,20,9,90
00001439,2021-03-27,15,17,80,62
00001440,2020-01-26,5,7,93,70
00001441,2020-09-03,21,3,69,20
00001442,2020-10-30,27,7,45,52
00001443,2020-10-30,32,13,38,15
00001444,2021-09-10,13,2,39,23
