FOLIO,FECHA,ESTADO,CIUDAD,TIENDA,EMPLEADO
00000737,21/nov/21,8,4,57,82
00000738,28/sep/21,4,4,96,5
00000739,30/oct/20,32,19,1,61
00000740,21/abr/20,9,17,57,47
00000741,27/jun/21,17,2,94,65
00000742,17/mar/20,13,19,28,62
00000743,22/abr/21,6,9,60,81
00000744,30/may/21,6,10,32,8
00000745,18/nov/22,25,12,50,64
00000746,30/may/20,27,15,79,18
00000747,01/nov/22,22,17,50,2
00000748,19/mar/22,19,13,48,87
00000749,06/abr/21,8,19,72,59
00000750,30/may/21,9,20,94,3
00000751,20/feb/21,31,15,66,3
00000752,19/jun/20,8,8,99,87
00000753,01/feb/22,3,6,11,36
00000754,14/ene/20,31,4,4,6
00000755,28/feb/20,6,16,90,45
00000756,05/sep/22,19,16,4,20
00000757,27/mar/20,27,4,33,18
00000758,30/may/20,15,9,68,99
00000759,30/jul/21,23,10,7,24
00000760,23/ene/21,15,12,39,83
00000761,19/dic/22,19,9,87,69
00000762,30/dic/20,26,13,17,61
00000763,09/dic/20,24,13,67,68
00000764,30/jul/21,6,7,48,35
00000765,23/sep/22,2,8,41,16
00000766,30/oct/22,13,8,27,44
00000767,19/dic/21,10,10,34,43
00000768,06/dic/20,25,1,52,77
00000769,30/jul/20,28,16,100,62
00000770,14/jun/21,25,14,37,82
00000771,30/oct/22,3,20,28,17
00000772,15/ago/22,12,7,44,19
00000773,17/dic/22,11,4,34,25
00000774,30/may/20,13,16,41,95
00000775,10/abr/22,4,20,66,75
00000776,16/nov/21,27,16,20,98
00000777,30/may/20,2,1,60,60
00000778,10/nov/22,18,19,14,61
00000779,01/feb/21,32,10,27,8
00000780,30/oct/22,7,3,95,2
00000781,30/ago/21,29,3,65,43
00000782,21/abr/21,8,1,90,83
00000783,30/nov/21,30,1,92,52
00000784,19/abr/21,17,4,37,58
00000785,27/dic/20,1,11,51,89
00000786,05/abr/22,25,4,17,1
00000787,30/may/20,4,19,16,95
00000788,17/abr/21,14,12,61,3
00000789,03/sep/22,30,18,78,40
00000790,10/ago/22,10,3,90,99
00000791,29/mar/20,11,15,31,64
00000792,05/nov/22,9,13,43,88
00000793,30/jul/22,23,11,12,80
00000794,30/oct/21,4,15,37,53
00000795,30/may/20,10,16,57,21
00000796,30/jul/21,21,9,86,2
00000797,30/jul/21,19,8,83,3
00000798,03/sep/20,17,13,93,52
00000799,18/jun/20,17,15,62,41
00000800,30/may/20,19,13,42,18
00000801,12/abr/22,24,11,91,55
00000802,04/feb/21,8,16,99,82
00000803,03/ene/20,26,8,74,23
00000804,21/ene/22,17,5,36,86
00000805,07/nov/21,20,14,50,29
00000806,16/feb/21,12,15,57,35
00000807,30/oct/21,1,14,21,32
00000808,20/jun/20,32,1,50,84
00000809,18/abr/22,20,2,12,31
00000810,30/may/21,24,10,33,3
00000811,15/mar/20,7,5,14,28
00000812,30/jul/20,19,3,80,63
00000813,30/jul/20,27,16,1,92
00000814,06/ago/22,27,5,77,8
00000815,12/mar/22,10,7,86,51
00000816,29/sep/21,24,1,40,4
00000817,02/feb/20,13,15,68,30
00000818,15/jun/20,5,4,37,77
00000819,10/nov/21,13,14,72,78
00000820,05/dic/20,3,17,46,52
00000821,30/oct/20,24,9,26,82
00000822,11/abr/21,24,8,50,10
00000823,12/abr/21,16,12,89,52
00000824,11/feb/22,27,5,84,58
00000825,30/jul/20,21,18,89,93
00000826,31/ene/21,24,16,79,59
00000827,30/may/20,26,6,82,85
00000828,28/dic/20,7,7,100,94
00000829,13/ago/22,18,15,54,59
00000830,09/feb/21,12,10,9,18
00000831,24/ago/22,15,14,73,58
00000832,30/jul/21,8,3,47,13
00000833,24/abr/21,9,14,19,85
00000834,30/oct/20,1,10,33,84
00000835,30/oct/20,25,15,25,13
00000836,30/oct/22,4,12,69,76
00000837,18/jun/20,7,5,91,67
00000838,13/nov/22,30,3,32,38
00000839,30/may/21,20,13,87,30
00000840,12/feb/20,6,20,22,51
00000841,25/feb/22,15,15,9,61
00000842,11/abr/21,6,7,22,9
00000843,24/dic/20,7,18,96,35
00000844,04/jun/21,8,19,88,22
00000845,30/jul/20,28,17,92,67
00000846,22/sep/20,20,13,67,77
00000847,28/nov/22,17,16,86,26
00000848,15/sep/22,23,20,22,13
00000849,09/dic/20,17,15,36,44
00000850,15/sep/21,9,8,83,19
00000851,10/jun/22,14,2,17,7
00000852,17/abr/20,10,10,28,23
00000853,28/mar/22,29,14,62,63
00000854,30/oct/21,20,2,56,1
00000855,02/mar/20,20,7,62,30
00000856,13/ago/22,14,15,1,82
00000857,05/dic/21,11,11,48,43
00000858,08/mar/22,18,15,88,97
00000859,30/may/22,7,20,2,55
00000860,02/feb/20,1,11,85,83
00000861,09/abr/20,24,5,24,14
00000862,03/jun/22,9,14,45,17
00000863,02/jun/20,25,16,95,32
00000864,30/oct/20,26,16,78,78
00000865,06/sep/21,23,11,13,22
00000866,16/feb/22,25,17,42,67
00000867,19/abr/20,13,20,8,43
00000868,07/ago/22,11,19,42,27
00000869,05/nov/22,3,13,66,42
00000870,15/feb/20,27,3,3,62
00000871,19/feb/22,8,2,81,68
00000872,29/abr/21,4,20,95,42
00000873,22/mar/21,16,7,75,64
00000874,02/ago/20,6,19,71,69
00000875,02/ene/21,16,14,52,60
00000876,09/jun/21,4,16,73,88
00000877,30/jul/22,26,18,68,36
00000878,31/sep/21,23,5,21,94
00000879,30/jul/22,11,9,64,18
00000880,07/mar/20,5,6,72,80
00000881,04/feb/22,14,13,25,79
00000882,30/oct/21,28,19,59,83
00000883,19/feb/21,30,19,42,42
00000884,30/sep/21,25,7,64,2
00000885,30/may/22,3,2,64,86
00000886,30/oct/22,32,3,62,48
00000887,30/oct/21,17,1,95,16
00000888,09/sep/22,32,19,24,69
00000889,13/mar/22,6,3,29,77
00000890,09/dic/22,24,18,46,32
00000891,04/mar/20,10,9,86,81
00000892,28/ene/22,16,12,68,12
00000893,22/dic/20,28,6,62,49
00000894,08/sep/22,21,17,24,24
00000895,27/dic/22,29,9,43,42
00000896,04/feb/20,13,12,54,60
00000897,25/sep/21,30,17,63,7
00000898,22/sep/20,25,10,50,89
00000899,30/may/20,29,12,4,20
00000900,08/dic/20,21,7,21,9
00000901,02/nov/22,2,16,68,3
00000902,04/nov/22,20,8,61,80
00000903,26/dic/22,14,20,34,86
00000904,17/jun/22,31,5,43,66
00000905,25/mar/21,5,1,91,78
00000906,25/dic/20,11,12,78,68
00000907,30/may/20,22,10,92,85
00000908,17/sep/20,6,5,93,71
00000909,30/oct/22,2,9,63,46
00000910,18/dic/20,22,15,73,79
00000911,06/ene/22,11,20,62,9
00000912,24/mar/22,19,12,61,70
00000913,22/feb/20,7,9,37,42
00000914,02/jun/22,30,18,58,35
00000915,01/ene/22,30,19,98,63
00000916,26/jun/21,24,5,16,69
00000917,20/ago/22,30,18,98,80
00000918,30/jul/21,5,4,86,90
00000919,30/oct/21,15,19,2,92
00000920,12/jun/21,30,5,23,44
00000921,13/ago/21,6,5,69,39
00000922,30/may/20,10,20,14,82
00000923,08/nov/22,20,10,34,91
00000924,03/nov/20,1,11,1,59
00000925,29/ene/20,2,13,78,98
00000926,30/oct/20,4,15,36,28
00000927,30/dic/21,11,11,83,19
00000928,15/sep/21,19,16,62,98
00000929,26/ago/20,7,14,27,18
00000930,20/nov/21,3,9,28,45
00000931,29/ago/22,22,6,57,81
00000932,25/ene/20,29,5,98,63
00000933,24/nov/21,2,19,89,12
00000934,30/jul/21,12,17,6,22
00000935,11/sep/21,19,9,18,63
00000936,23/sep/20,32,5,44,23
00000937,30/oct/20,7,16,70,92
00000938,15/jun/21,1,12,49,36
00000939,04/dic/20,23,10,56,36
00000940,30/oct/21,32,16,23,33
00000941,30/jul/20,23,3,25,63
00000942,05/ago/22,11,12,35,42
00000943,30/oct/20,12,7,76,59
00000944,06/jun/21,20,12,31,9
00000945,09/abr/20,10,1,29,76
00000946,11/nov/22,19,15,83,70
00000947,28/ene/22,27,14,54,63
00000948,27/ene/20,5,9,72,39
00000949,14/dic/20,16,5,8,61
00000950,26/nov/20,32,5,38,45
00000951,27/dic/21,25,1,29,15
00000952,19/feb/20,7,9,97,98
00000953,30/may/21,20,17,70,6
00000954,30/may/22,23,18,1,43
00000955,27/ene/21,14,7,42,65
00000956,30/jul/22,32,16,29,19
00000957,30/oct/20,14,8,61,51
00000958,13/ago/20,21,17,12,63
00000959,30/oct/21,12,16,9,57
00000960,30/may/21,7,13,89,41
00000961,01/dic/20,3,5,24,55
00000962,22/dic/22,17,11,71,62
00000963,05/ene/20,29,19,41,63
00000964,08/ene/20,16,12,4,23
00000965,05/dic/21,17,9,10,94
00000966,30/jul/22,1,1,43,73
00000967,26/dic/21,28,7,52,73
00000968,27/dic/21,3,9,54,80
00000969,19/mar/22,5,20,58,24
00000970,30/jul/21,4,4,80,93
00000971,30/may/20,2,17,19,71
00000972,29/sep/21,5,5,59,80
00000973,30/oct/20,15,10,50,53
00000974,21/nov/20,11,5,58,7
00000975,30/oct/20,4,7,98,6
00000976,19/abr/22,26,12,83,58
00000977,04/jun/20,15,16,45,85
00000978,30/oct/20,1,4,32,63
00000979,30/jul/20,16,15,99,59
00000980,19/ago/21,21,12,15,88
00000981,30/oct/22,4,3,81,1
00000982,13/abr/21,20,19,62,27
00000983,01/sep/22,13,4,38,23
00000984,30/oct/20,4,2,37,13
00000985,30/jul/20,14,5,95,52
00000986,23/jun/20,22,9,63,25
00000987,08/sep/20,31,11,69,70
00000988,11/abr/20,26,13,28,54
00000989,30/oct/22,12,6,84,66
00000990,14/dic/22,25,7,79,71
00000991,07/jun/21,22,3,56,25
00000992,24/feb/20,28,6,80,21
00000993,25/ago/21,12,4,21,99
00000994,23/jun/22,27,20,51,40
00000995,30/oct/22,16,7,93,62
00000996,30/may/21,10,5,82,20
00000997,30/may/20,20,8,76,37
00000998,20/jun/21,2,1,66,88
00000999,02/sep/20,27,12,31,99
00001000,10/feb/21,29,10,69,69
00001001,21/abr/20,27,17,96,27
00001002,01/abr/22,22,20,56,100
00001003,30/oct/22,17,5,68,90
00001004,12/abr/22,12,7,91,85
00001005,24/jun/21,6,15,89,68
00001006,02/jun/22,8,4,11,97
00001007,30/jul/22,16,13,68,45
00001008,06/nov/20,24,14,51,6
00001009,05/abr/20,27,10,33,80
00001010,17/jun/20,25,14,56,10
00001011,15/jun/21,20,12,68,41
00001012,30/oct/20,20,3,6,70
00001013,13/mar/20,25,10,65,7
00001014,30/oct/22,20,1,55,85
00001015,30/oct/20,31,11,62,36
00001016,27/ene/20,7,10,56,93
00001017,29/ene/21,17,1,6,35
00001018,19/abr/20,30,5,15,47
00001019,21/jun/22,15,2,2,12
00001020,30/may/20,16,20,7,30
00001021,27/ago/22,1,19,12,3
00001022,14/dic/20,22,16,20,25
00001023,26/mar/21,10,3,25,43
00001024,11/sep/22,3,20,32,87
00001025,30/jul/22,19,15,16,93
00001026,30/oct/21,32,19,60,74
00001027,05/dic/21,31,19,98,99
00001028,20/feb/22,7,14,8,55
00001029,31/ene/20,30,7,3,28
00001030,30/jul/21,1,19,38,56
00001031,10/ene/21,4,20,64,34
00001032,11/dic/21,31,18,41,33
00001033,09/ago/22,9,16,39,77
00001034,29/mar/21,27,11,97,46
00001035,30/may/22,8,4,86,69
00001036,22/ene/20,12,16,34,31
00001037,30/may/20,13,13,27,45
00001038,22/abr/21,3,20,84,17
00001039,30/jul/20,3,7,5,52
00001040,09/dic/21,27,6,41,86
00001041,09/feb/21,16,20,50,23
00001042,30/may/21,21,12,39,100
00001043,30/oct/21,28,18,67,51
00001044,30/may/21,22,4,64,91
00001045,30/jul/22,12,13,23,67
00001046,30/jul/20,32,7,6,88
00001047,30/may/20,3,13,65,65
00001048,30/ago/20,8,14,59,26
00001049,09/feb/20,28,2,23,39
00001050,30/ene/21,18,6,14,63
00001051,30/may/21,26,19,25,10
00001052,05/nov/20,6,7,36,13
00001053,13/feb/20,22,9,61,70
00001054,30/may/22,11,11,9,48
00001055,16/ene/20,30,12,66,60
00001056,14/nov/22,10,3,37,34
00001057,14/dic/22,14,9,53,17
00001058,06/nov/22,29,1,70,82
00001059,21/ene/20,5,18,98,13
00001060,30/ago/22,22,14,8,33
00001061,16/feb/21,7,16,58,24
00001062,30/may/21,14,4,93,26
00001063,28/nov/21,31,1,6,22
00001064,18/ago/20,3,4,23,5
00001065,03/dic/20,5,16,24,67
00001066,19/jun/20,23,1,44,94
00001067,16/feb/21,29,14,50,65
00001068,02/feb/22,28,16,86,16
00001069,30/oct/22,4,16,34,56
00001070,12/abr/20,4,11,22,100
00001071,30/may/21,22,18,29,5
00001072,14/nov/22,9,5,81,51
00001073,28/mar/22,17,17,3,93
00001074,27/abr/21,1,18,95,96
00001075,21/ene/21,27,19,80,59
00001076,02/nov/22,25,7,2,66
00001077,01/nov/22,1,18,70,49
00001078,30/jul/21,2,12,10,68
00001079,20/dic/21,26,10,6,17
00001080,30/jul/22,4,1,66,39
00001081,03/mar/21,11,13,81,2
00001082,17/sep/20,23,11,100,43
00001083,30/oct/20,25,17,55,97
00001084,31/sep/21,18,17,45,14
00001085,30/jul/21,3,16,68,20
00001086,15/feb/20,3,14,87,96
00001087,30/may/20,9,19,59,55
00001088,24/sep/22,23,2,89,95
00001089,11/abr/21,25,9,11,8
00001090,19/nov/22,23,7,20,98
00001091,30/jul/20,24,14,74,91
00001092,30/oct/21,24,11,75,33
00001093,13/jun/21,23,12,52,19
00001094,17/ago/22,30,17,36,84
00001095,30/may/20,15,13,70,72
00001096,19/abr/21,20,2,82,56
00001097,24/abr/20,2,11,33,20
00001098,30/jul/22,4,17,61,55
00001099,30/oct/20,10,12,61,2
00001100,18/ago/20,8,18,26,74
00001101,30/ago/22,4,7,69,48
00001102,03/nov/21,26,4,44,66
00001103,31/sep/21,17,19,54,37
00001104,07/feb/20,6,20,67,29
00001105,30/jul/22,14,1,45,47
00001106,23/mar/20,9,15,23,28
00001107,04/abr/21,31,20,84,99
00001108,03/sep/21,25,8,72,45
00001109,25/jun/20,16,16,95,87
00001110,10/mar/21,3,8,58,39
00001111,26/ene/20,8,14,12,9
00001112,14/sep/21,19,20,9,73
00001113,30/jul/22,29,9,36,34
00001114,07/sep/22,9,10,77,5
00001115,16/jun/21,13,17,9,28
00001116,01/abr/20,15,20,81,43
00001117,16/jun/21,28,1,22,64
00001118,21/ago/21,18,9,19,67
00001119,10/mar/20,16,4,71,53
00001120,05/feb/22,9,16,54,50
00001121,01/jun/20,25,9,97,23
00001122,24/jun/20,24,1,73,81
00001123,28/feb/22,27,4,82,86
00001124,22/mar/22,8,1,60,12
00001125,21/ene/21,23,5,52,23
00001126,08/dic/22,6,7,35,85
00001127,01/ago/22,6,3,89,4
00001128,13/ago/21,26,6,8,16
00001129,06/jun/22,11,5,9,37
00001130,16/jun/20,19,20,82,99
00001131,05/ago/22,21,6,8,62
00001132,27/ene/21,4,12,57,62
00001133,30/oct/20,11,12,57,76
00001134,30/jul/22,9,7,16,38
00001135,13/ago/21,15,14,12,30
00001136,26/ene/21,13,12,34,79
00001137,30/may/20,13,10,34,3
00001138,30/oct/21,12,19,53,45
00001139,14/dic/20,29,3,79,84
00001140,11/abr/21,9,7,92,22
00001141,29/ene/22,28,11,70,8
00001142,03/ene/22,24,12,51,70
00001143,26/sep/20,29,17,58,52
00001144,31/ago/21,22,6,40,17
00001145,14/sep/20,7,9,58,55
00001146,30/may/20,20,10,14,71
00001147,29/mar/20,5,2,91,36
00001148,30/oct/22,9,14,99,64
00001149,18/jun/20,23,2,38,57
00001150,18/ago/20,21,19,86,38
00001151,21/jun/22,23,5,70,84
00001152,25/nov/22,14,19,82,24
00001153,30/may/22,23,5,34,1
00001154,30/jul/20,4,19,61,44
00001155,17/mar/20,10,10,64,80
00001156,17/mar/20,29,13,92,74
00001157,30/may/20,25,7,21,59
00001158,30/jul/21,16,12,98,25
00001159,20/ago/20,18,7,72,83
00001160,30/sep/22,26,18,14,20
00001161,05/abr/21,25,19,45,16
00001162,23/mar/20,27,4,73,4
00001163,30/oct/20,11,11,79,31
00001164,28/jun/21,3,9,39,34
00001165,20/dic/22,14,8,30,68
00001166,12/dic/22,28,2,47,13
00001167,23/ago/21,20,15,82,20
00001168,28/nov/20,22,18,18,29
00001169,05/jun/21,9,14,25,97
00001170,28/nov/21,24,1,87,13
00001171,30/may/22,23,6,8,59
00001172,30/may/22,13,4,26,90
00001173,26/nov/22,25,3,30,84
00001174,27/ago/22,6,15,38,7
00001175,22/mar/20,15,18,84,41
00001176,25/sep/20,6,15,48,94
00001177,30/oct/20,27,15,81,48
00001178,30/jul/22,22,12,52,87
00001179,29/nov/22,3,18,80,2
00001180,14/jun/22,25,8,9,48
00001181,07/mar/22,27,5,59,41
00001182,30/may/20,23,9,85,27
00001183,05/ene/22,24,6,89,7
00001184,30/oct/22,12,16,34,82
00001185,23/jun/21,32,5,77,41
00001186,15/jun/22,17,11,72,1
00001187,07/feb/20,11,6,69,86
00001188,30/oct/22,10,3,57,63
00001189,02/abr/22,20,6,16,93
00001190,31/sep/22,25,19,18,87
00001191,22/jun/22,21,11,88,5
00001192,02/dic/20,16,8,30,64
00001193,08/abr/22,11,6,63,92
00001194,28/jun/20,3,1,49,40
00001195,19/sep/21,18,18,96,32
00001196,13/mar/22,6,17,52,88
00001197,11/ene/20,21,12,74,70
00001198,23/dic/21,20,18,97,79
00001199,12/mar/21,2,17,70,44
00001200,30/may/20,31,17,13,84
00001201,24/nov/20,1,15,64,47
00001202,08/ago/20,5,8,29,20
00001203,28/dic/20,11,11,8,34
00001204,23/feb/22,17,8,15,47
00001205,28/abr/20,8,4,56,62
00001206,05/ago/22,21,12,91,69
00001207,16/abr/22,23,15,50,90
00001208,30/jul/22,7,17,2,2
00001209,30/may/20,6,13,32,30
00001210,06/nov/21,13,5,87,78
00001211,07/dic/20,29,1,23,32
00001212,15/nov/21,8,13,12,47
00001213,23/feb/20,4,17,68,37
00001214,30/may/20,9,16,40,68
00001215,06/jun/21,32,1,76,76
00001216,30/may/22,13,7,73,14
00001217,30/oct/21,26,20,95,11
00001218,11/ene/20,23,14,44,47
00001219,11/feb/21,14,12,85,4
00001220,24/dic/22,15,11,30,2
00001221,25/nov/22,9,1,86,78
00001222,15/dic/20,22,15,11,54
00001223,30/oct/20,8,15,16,34
00001224,21/jun/20,21,13,77,4
00001225,03/sep/22,16,9,87,69
00001226,30/abr/22,8,12,99,96
00001227,15/jun/20,20,12,94,35
00001228,19/ene/21,12,10,27,74
00001229,13/jun/21,4,14,82,13
00001230,15/sep/22,8,10,41,91
00001231,30/jul/20,1,13,14,9
00001232,30/jul/21,21,10,18,80
00001233,23/ene/20,14,1,20,78
00001234,03/feb/22,21,19,36,85
00001235,30/may/20,8,8,38,63
00001236,30/jul/20,15,11,76,12
00001237,26/nov/20,22,17,39,8
00001238,30/oct/22,16,5,79,64
00001239,05/nov/21,12,19,86,98
00001240,30/oct/22,3,18,61,45
00001241,08/ene/22,10,10,45,24
00001242,14/mar/21,20,11,88,9
00001243,17/ene/21,9,2,29,83
00001244,04/nov/21,6,5,88,43
00001245,30/oct/20,22,1,38,65
00001246,09/feb/22,8,7,99,68
00001247,21/jun/21,8,6,31,60
00001248,15/nov/20,30,7,65,68
00001249,28/mar/22,8,16,78,50
00001250,30/jul/20,16,9,75,6
00001251,30/jul/21,23,7,51,18
00001252,30/oct/21,21,15,91,24
00001253,08/ene/22,21,18,77,100
00001254,30/jul/21,24,8,85,75
00001255,06/mar/21,1,16,74,62
00001256,05/nov/22,12,3,90,80
00001257,04/sep/21,19,19,25,49
00001258,17/feb/21,29,5,78,25
00001259,13/dic/20,28,10,18,95
00001260,06/ene/20,26,15,13,7
00001261,16/mar/21,32,4,83,54
00001262,04/ene/20,12,12,31,27
00001263,30/jul/20,25,3,17,100
00001264,07/feb/20,26,9,4,64
00001265,27/sep/20,24,18,55,69
00001266,30/jul/22,26,12,72,39
00001267,09/ene/22,31,14,31,52
00001268,25/dic/22,9,14,1,13
00001269,20/nov/21,9,12,63,26
00001270,30/jul/22,3,14,76,93
00001271,24/feb/20,22,13,39,86
00001272,30/jul/21,12,8,3,48
00001273,12/mar/21,26,16,95,91
00001274,19/jun/22,14,10,88,80
00001275,30/may/22,28,12,23,90
00001276,30/may/21,27,15,93,1
00001277,30/may/20,28,9,42,79
00001278,02/ago/22,9,19,38,31
00001279,30/oct/21,8,5,1,94
00001280,30/may/21,24,9,55,98
00001281,26/mar/20,9,5,61,73
00001282,18/ago/22,26,11,9,21
00001283,30/may/20,9,12,35,60
00001284,30/oct/20,2,14,15,31
00001285,30/jul/21,9,16,93,79
00001286,30/jul/21,24,20,93,11
00001287,19/dic/21,21,15,83,89
00001288,10/abr/20,23,15,26,60
00001289,22/ene/21,11,9,87,98
00001290,30/jul/21,10,17,55,97
00001291,30/jul/21,16,1,21,74
00001292,30/may/22,20,18,37,59
00001293,30/abr/20,9,12,81,62
00001294,18/ago/20,11,4,18,52
00001295,19/jun/22,4,12,83,67
00001296,25/feb/21,12,10,73,13
00001297,30/jul/22,30,17,89,70
00001298,17/sep/20,4,19,90,49
00001299,30/jul/22,29,2,29,2
00001300,28/nov/21,23,5,14,76
00001301,03/feb/20,25,9,20,50
00001302,14/abr/21,4,20,70,51
00001303,16/sep/21,24,13,8,19
00001304,30/jul/20,25,16,43,99
00001305,01/feb/21,25,9,63,20
00001306,09/feb/21,29,1,62,31
00001307,30/may/22,11,1,68,82
00001308,30/may/22,15,16,88,98
00001309,24/nov/21,23,13,49,11
00001310,04/nov/20,12,11,10,43
00001311,08/ene/20,32,18,40,99
00001312,27/jun/22,1,4,33,5
00001313,15/ago/20,10,8,65,64
00001314,08/abr/21,5,18,10,77
00001315,04/dic/21,16,15,53,82
00001316,12/dic/22,14,2,23,90
00001317,10/abr/21,27,1,87,5
00001318,03/abr/22,18,14,75,40
00001319,29/ago/22,19,5,34,70
00001320,30/may/21,13,14,84,45
00001321,13/ene/21,19,15,75,51
00001322,12/dic/22,7,5,48,64
00001323,31/sep/20,28,12,76,90
00001324,19/ene/20,5,14,79,15
00001325,22/abr/21,2,18,92,96
00001326,14/nov/21,9,4,9,18
00001327,11/mar/22,28,16,23,89
00001328,30/oct/21,23,11,40,86
00001329,03/nov/20,20,9,28,40
00001330,30/may/22,16,6,95,82
00001331,22/ene/20,30,10,18,29
00001332,27/nov/20,14,15,68,58
00001333,15/nov/20,16,17,29,61
00001334,06/jun/22,27,18,22,90
00001335,30/may/22,9,11,6,98
00001336,05/ago/20,29,20,61,50
00001337,27/sep/22,3,5,63,19
00001338,30/oct/20,7,7,7,41
00001339,30/oct/20,11,15,12,9
00001340,13/nov/22,26,10,100,3
00001341,12/dic/20,21,14,39,17
00001342,17/mar/21,31,10,8,42
00001343,30/may/21,4,8,77,59
00001344,09/abr/21,25,8,67,81
00001345,27/sep/22,1,13,17,45
00001346,02/jun/22,8,19,43,56
00001347,30/may/21,27,11,41,20
00001348,23/ago/22,25,8,35,92
00001349,30/may/21,21,19,88,33
00001350,30/jul/20,22,17,52,85
00001351,30/jun/22,6,6,79,37
00001352,30/jul/22,10,4,39,92
00001353,09/ene/22,20,6,75,21
00001354,04/mar/20,22,12,56,76
00001355,27/feb/22,9,4,44,73
00001356,05/feb/20,25,13,22,28
00001357,30/may/21,3,20,23,61
00001358,06/ene/20,6,12,57,54
00001359,30/jul/22,8,8,40,30
00001360,30/jul/22,32,2,90,62
00001361,16/ene/20,27,2,43,98
00001362,20/ago/21,16,7,36,98
00001363,12/feb/22,12,4,72,82
00001364,29/nov/22,7,12,1,59
00001365,15/nov/20,1,7,49,40
00001366,05/jun/21,4,9,28,85
00001367,02/mar/20,28,9,1,94
00001368,30/oct/21,22,12,15,76
00001369,30/oct/22,24,4,10,2
00001370,17/abr/22,1,7,37,44
00001371,30/may/21,3,11,63,58
00001372,30/jun/20,27,18,95,59
00001373,22/abr/21,21,9,86,83
00001374,07/jun/22,29,18,28,16
00001375,23/abr/22,19,6,46,16
00001376,30/may/20,15,3,65,31
00001377,20/nov/22,29,19,32,47
00001378,30/may/22,22,2,92,63
00001379,30/may/20,11,4,26,15
00001380,30/may/20,24,4,58,51
00001381,30/oct/20,6,18,2,69
00001382,28/feb/21,20,20,69,64
00001383,30/oct/20,27,9,53,68
00001384,01/nov/21,30,10,84,66
00001385,06/abr/20,4,10,60,76
00001386,13/ene/21,15,9,94,74
00001387,30/jul/22,1,11,87,6
00001388,30/oct/21,23,19,63,76
00001389,16/abr/22,26,13,98,53
00001390,30/jul/21,22,19,15,2
00001391,18/abr/21,13,2,57,12
00001392,30/oct/22,30,2,34,85
00001393,05/feb/22,12,1,43,87
00001394,22/feb/21,26,10,81,25
00001395,11/sep/22,20,19,52,79
00001396,23/feb/20,24,3,16,10
00001397,27/ago/22,20,11,81,100
00001398,02/feb/22,24,18,89,94
00001399,05/mar/22,4,4,47,8
00001400,06/ene/20,20,12,72,40
00001401,04/ene/22,7,19,34,3
00001402,25/ene/21,17,7,50,92
00001403,07/dic/21,23,4,81,86
00001404,18/feb/22,31,6,69,44
00001405,30/may/20,13,20,33,49
00001406,15/nov/20,11,12,2,76
00001407,16/dic/22,18,9,25,62
00001408,14/ago/22,12,12,94,74
00001409,30/may/20,6,19,82,96
00001410,30/oct/21,27,7,24,9
00001411,15/feb/22,6,17,4,61
00001412,30/oct/21,8,2,78,81
00001413,05/abr/22,28,4,75,41
00001414,05/abr/20,21,18,49,7
00001415,30/oct/21,11,4,71,19
00001416,30/may/22,20,15,47,28
00001417,29/ago/21,10,7,51,93
00001418,11/nov/22,16,1,80,68
00001419,05/mar/22,31,10,44,11
00001420,10/jun/20,16,5,96,20
00001421,30/oct/20,27,18,85,49
00001422,30/oct/22,18,19,67,96
00001423,17/abr/22,22,7,28,52
00001424,30/oct/22,24,14,28,25
00001425,01/mar/20,31,15,47,82
00001426,29/sep/22,26,18,22,36
00001427,30/may/22,20,15,45,32
00001428,30/ene/20,20,18,60,76
00001429,30/jul/21,14,14,83,11
00001430,20/ago/22,26,18,10,92
00001431,30/may/22,24,9,14,17
00001432,20/sep/21,8,10,86,8
00001433,16/jun/21,26,11,35,57
00001434,31/sep/21,7,5,37,48
00001435,24/abr/21,6,16,95,71
00001436,04/abr/22,24,14,12,4
00001437,22/abr/20,1,6,52,26
00001438,30/oct/20,17,20,9,90
00001439,27/mar/21,15,17,80,62
00001440,26/ene/20,5,7,93,70
00001441,03/sep/20,21,3,69,20
00001442,30/oct/20,27,7,45,52
00001443,30/oct/20,32,13,38,15
00001444,10/sep/21,13,2,39,23
00001445,22/abr/22,8,9,87,64
00001446,30/ago/20,16,18,55,1
00001447,07/dic/22,19,2,65,27
00001448,26/nov/22,7,5,47,88
00001449,30/may/21,27,15,26,42
00001450,17/ago/21,5,15,93,86
00001451,03/dic/22,25,15,23,62
00001452,22/sep/21,19,13,13,7
00001453,29/ago/21,9,4,11,54
00001454,30/oct/22,21,20,99,85
00001455,30/oct/22,22,19,88,48
00001456,27/ene/20,29,14,30,69
00001457,30/oct/22,19,5,25,22
00001458,05/nov/22,1,8,26,57
00001459,17/dic/21,21,19,63,52
00001460,21/ene/21,8,14,94,5
00001461,19/ago/20,17,15,79,46
00001462,30/jul/21,16,16,59,69
00001463,25/feb/22,29,4,31,79
00001464,30/jul/22,31,16,38,64
00001465,16/dic/20,7,1,46,96
00001466,04/ago/20,30,15,8,54
00001467,30/jun/22,28,2,40,26
00001468,09/feb/21,8,3,37,90
00001469,26/ene/21,13,5,50,25
00001470,30/jul/20,7,13,47,8
00001471,23/sep/21,32,6,14,80
00001472,31/nov/20,31,11,82,19
00001473,12/sep/20,27,15,64,20
00001474,27/mar/22,20,16,77,50
